platform,komentar,timestamp,sentimen,komentar_clean,negasi,label
YouTube,Maaf metro tv saya unsubsrice,1 tahun yang lalu (diedit),netral,maaf metro saya unsubsrice,1,1
YouTube,Lokal Preet!! Iri dan takut bersaing .. Makanya selalu di goreng2 itu-itu aja hahahhhhahahahhahaa,1 tahun yang lalu,netral,lokal preet iri dan takut saing makanya selalu goreng ituitu aja hahahhhhahahahhahaa,1,1
YouTube,"Si towel kenapa gak dari dulu jamanya naturalisasi irfan bachdim dkk gak di kritik??? Kenapa baru sekarang nih si towelll ngritik, sebenarnya ini towell bukan pengamat, tpi pengritik yang tidak puas dengan kinerja STY, dulu dia di pssi nya si NURDIN HALID kerjanya ngapain aja??? Lu aja gak mau di kritik tapi sok jadi pengkritik nih towell",1 tahun yang lalu,negatif,NEGASI towel kenapa gak dari dulu jamanya naturalisasi irfan bachdim dkk gak kritik kenapa baru sekarang nih towelll ngritik benar ini towell bukan amat tpi pengritik yang tidak puas dengan kerja sty dulu dia pssi nya nurdin halid kerja ngapain aja aja gak mau kritik tapi sok jadi kritik nih towell,-1,2
YouTube,Uuuuh bosaaaaan ngebahas topik keirian si dower😮😮😮😮,1 tahun yang lalu,positif,uuuuh bosaaaaan ngebahas topik iri dower,1,0
YouTube,Penjelasan itu mau ngertikah Bung Towel?,1 tahun yang lalu,netral,jelas itu mau ngertikah bung towel,1,1
YouTube,"1 juta termasuk si welly yg kontra, 200 juta yang pro, dan 74 juta abstain (gak tau dan gak suka sepakbola) 😂",1 tahun yang lalu (diedit),negatif,NEGASI juta masuk welly kontra juta yang pro dan juta abstain gak tau dan gak suka sepakbola,-1,2
YouTube,"Mudah""n towel nnti ada yg nyiram pake aer keras mukanya ky di Malaysia... Biar gk da di tv"" n di youtube lg... Aamiin....",1 tahun yang lalu,netral,mudahn towel nnti ada nyiram pake aer keras muka malaysia biar youtube aamiin,1,1
YouTube,"Mungkin sty lebih tau waktu itu tentang apa yang terjadi terhadap ""mental"" para pemain lokal,  seiring berjalannya waktu, mental para pemain lokal bisa diubah salah satunya dengan  kedatangan pemain diaspora, gap nya antara agustus ke mei itu lumayan untuk mengubah mental.

Bukan ucapannya gugur mas towel, tetapi seiring berjalannya waktu pemain lokal ini sudah bisa ""mengimbangi"" mental pemain abroad.

Gimana jawaban saya, lebih bagus kan!",1 tahun yang lalu,negatif,NEGASI mungkin sty lebih tau waktu itu tentang apa yang jadi hadap mental para main lokal iring jalan waktu mental para main lokal bisa ubah salah satu dengan datang main diaspora gap nya antara agustus mei itu lumayan untuk ubah mental bukan ucap gugur mas towel tetapi iring jalan waktu main lokal ini sudah bisa imbang mental main abroad gimana jawab saya lebih bagus kan,-1,2
YouTube,"knp mtro tv gk tanya towel ap prestasinya saat brtugas di pssi,kok skrang mlah selalu mengkritik  pssi n sty,yg skrang yg jlas"" ad progres pningkatanya",1 tahun yang lalu,netral,knp mtro tanya towel prestasi saat brtugas pssikok skrang mlah selalu kritik pssi styyg skrang jlas progres pningkatanya,1,1
YouTube,Metro konti narsum sperti towel masih di undang,1 tahun yang lalu,netral,metro konti narsum sperti towel masih undang,1,1
YouTube,"Setuju Naturalisasi, Pecat Sin Tae Young, Ganti Mourinho, Atau pelatih Jepang..",1 tahun yang lalu,netral,tuju naturalisasi pecat sin tae young ganti mourinho atau latih jepang,1,1
YouTube,Lokal kalah kualitas.. lanjutkan naturalisasi..yg penting Indonesia lolos piala dunia ...dari pada ngk dapat apa2,1 tahun yang lalu,negatif,lokal kalah kualitas lanjut naturalisasiyg penting indonesia lolos piala dunia dari pada ngk dapat apa,1,2
YouTube,ini towel sudah ngawur kemana mana ngomongnya masih aja diundang,1 tahun yang lalu,netral,ini towel sudah ngawur mana mana ngomongnya masih aja undang,1,1
YouTube,"Melawan arus terus dia biar dipanggil ke media sana-sini, pemasukan lancar.",1 tahun yang lalu,netral,lawan arus terus dia biar panggil media sanasini pasu lancar,1,1
YouTube,Towel anjnggggggg gunamu apa,1 tahun yang lalu,netral,towel anjnggggggg guna apa,1,1
YouTube,"Bentar tiwel kasih dulu pak Hamdan ngomong, asal motong pembicaraan, itu sfh kehilatan mulud besar, nanti  si tiwel gantikan sty, bisa nggak sitiwel melatih, saya melihat muka nya sitiwel itu muak nek, mulud besar   , si iqbal ikut ikutan kaya pengamat  bola , stres sdh 01 kalah beralih ke  pengmat bola, mulud besar
Cocook 2 nya si mulud besar, sepenting  rakyat senang ngapain ngurusi si mulud besar Towelllll",1 tahun yang lalu,netral,NEGASI bentar tiwel kasih dulu pak hamdan ngomong asal motong bicara itu sfh kehilatan mulud besar nanti tiwel ganti sty bisa nggak sitiwel latih saya lihat muka nya sitiwel itu muak nek mulud besar iqbal ikut ikut kaya amat bola stres sdh kalah alih mat bola mulud besar cocook nya mulud besar penting rakyat senang ngapain ngurusi mulud besar towelllll,-1,1
YouTube,Ini pelanggaran Ham ......... Anti naturalisasi.......picik sekali otaknya.....terlalu diskriminasi........mendikotomi ...........  Logika bolanya mau maju tidak sepak bola indonesia...????,1 tahun yang lalu,netral,NEGASI ini langgar ham anti naturalisasipicik sekali otaknyaterlalu diskriminasimendikotomi logika bola mau maju tidak sepak bola indonesia,-1,1
YouTube,"Towel si bacot , towel monyet  sama sebelahnya iqbal sama orang2 mulut besar,",1 tahun yang lalu,netral,towel bacot towel monyet sama belah iqbal sama orang mulut besar,1,1
YouTube,"kau denger tuh wel, kata bung hamdan",1 tahun yang lalu,netral,kau denger tuh wel kata bung hamdan,1,1
YouTube,Woooy kocak Lo pikir. Peran ivar jener  Natan Tjoe ngk penting ap Lo nilai penampilan pemain dari kontribusi gol Ama asist peran lini tengah penting kocak hdeee,1 tahun yang lalu,netral,woooy kocak pikir peran ivar jener natan tjoe ngk penting nilai tampil main dari kontribusi gol ama asist peran lini tengah penting kocak hdeee,1,1
YouTube,Gw ga suka lihat sitowel bicaranya ngeyel ..cari duit nya jadi orang dibenci as indonesia ..kasihan keluarganya gmn di masyarakat,1 tahun yang lalu,negatif,NEGASI suka lihat sitowel bicara ngeyel cari duit nya jadi orang benci indonesia kasihan keluarga gmn masyarakat,-1,2
YouTube,"hati-hati well jangan terlalu blunder, bisa dikorek2 ET lhoo 🤣",1 tahun yang lalu,netral,NEGASI hatihati well jangan terlalu blunder bisa korek lhoo,-1,1
YouTube,"Kalau mau maju sebaiknya semua naturalisasi, dari pemain, pelatih, pengurus dan pembina wajib naturalisasi, kalau perlu supporter dan penonton juga naturalisasi.  NATURALISASI TOTAL ADALAH KOENTJI 🔥🔥🔥🔥",1 tahun yang lalu,positif,kalau mau maju baik semua naturalisasi dari main latih urus dan bina wajib naturalisasi kalau perlu supporter dan tonton juga naturalisasi naturalisasi total adalah koentji,1,0
YouTube,Sangkin mengakar kebencian kepada sty  apapun segala cara di lakukan padahal tetep towel itu mbulettt,1 tahun yang lalu,negatif,sangkin akar benci kepada sty apa segala cara laku padahal tetep towel itu mbulettt,1,2
YouTube,"Cuman Di Negara kita saja pengamat sepak bola yang tidak pemaen bola,Lucu jadinya😂😂😂😂 Sudah tidak nyambung,Dan tidak nyambungnya lagi acara tv yang ngundang😂😂😂 soplak",1 tahun yang lalu,netral,NEGASI cuman negara kita saja amat sepak bola yang tidak pemaen bolalucu jadi sudah tidak nyambungdan tidak nyambungnya lagi acara yang ngundang soplak,-1,1
YouTube,Indonesia klau ngga ada pemain keturunan bakalan ngga maju susah buat menang lawan vietnam malaysia thailand.,1 tahun yang lalu,positif,indonesia klau ngga ada main turun bakal ngga maju susah buat menang lawan vietnam malaysia thailand,1,0
YouTube,Pengen gua kepret tu si towel anjr. Otak nya gtu amat ya,1 tahun yang lalu,netral,ken gua kepret towel anjr otak nya gtu amat,1,1
YouTube,Kalo semua memuji2 ya ga seru lah 😂,1 tahun yang lalu,netral,NEGASI kalo semua puji seru lah,-1,1
YouTube,Dasar oranggila ini towel,1 tahun yang lalu,netral,dasar oranggila ini towel,1,1
YouTube,"Towel mantop beda n menang lagi, yuk mimpi juara asean dulu aja 😂",1 tahun yang lalu,positif,towel mantop beda menang lagi yuk mimpi juara asean dulu aja,1,0
YouTube,Setelah tv one terbitlah metro,1 tahun yang lalu,netral,telah one terbit metro,1,1
YouTube,Towel emang udah benci sama STY apa yg di buat tetap salah...karena udah didasari beci...,1 tahun yang lalu,negatif,towel emang udah benci sama sty apa buat tetap salahkarena udah dasar beci,1,2
YouTube,Acara sampah..terus towel di kasih panggung...,1 tahun yang lalu,negatif,acara sampahterus towel kasih panggung,1,2
YouTube,si towel itu udah makan apa ya ko gitu ya isi otaknya,1 tahun yang lalu,netral,towel itu udah makan apa gitu isi otak,1,1
YouTube,Tompel lg asem,1 tahun yang lalu,netral,tompel asem,1,1
YouTube,Towel towel,1 tahun yang lalu,netral,towel towel,1,1
YouTube,towel keliatan makin keliatan Gobloknya,1 tahun yang lalu,negatif,towel liat makin liat goblok,1,2
YouTube,Liat gak tadi pemaen lokal kita pegang bola lemot di serobot terus sama pemaen guinea.. kurang AGRESIFITAS .,1 tahun yang lalu,netral,NEGASI liat gak tadi pemaen lokal kita pegang bola lot serobot terus sama pemaen guinea kurang agresifitas,-1,1
YouTube,Pertanyaan trus wel towel,1 tahun yang lalu,netral,tanya trus wel towel,1,1
YouTube,Wuihhh Pak Hamedan Keren ... mantap,1 tahun yang lalu,positif,wuihhh pak hamedan keren mantap,1,0
YouTube,"towel ini kok benci bgt sama sty, ada apa wel",1 tahun yang lalu,negatif,towel ini kok benci bgt sama sty ada apa wel,1,2
YouTube,"Basi modal bacot. Kalau mau indo pride, buat jaringan dari bawah hingga usia U23 kompetisi di setiap daerah. Jangan bacot doang, ga mau naturalisasi makanya buat kompetisi dari bawah andanya",1 tahun yang lalu,netral,NEGASI basi modal bacot kalau mau indo pride buat jaring dari bawah hingga usia kompetisi tiap daerah jangan bacot doang mau naturalisasi makanya buat kompetisi dari bawah anda,-1,1
YouTube,Jabgan dianggap pendapat si Towel itu sampah,1 tahun yang lalu,negatif,jabgan anggap dapat towel itu sampah,1,2
YouTube,Salud bung hamedan.....di keroyokkk.. towell .. ngeyelll,1 tahun yang lalu,netral,salud bung hamedandi keroyokkk towell ngeyelll,1,1
YouTube,"Cukup satu pertanyaan aja buwat towel bro,maunya apa gitu aja dgn sty.cukup",1 tahun yang lalu,netral,cukup satu tanya aja buwat towel bromaunya apa gitu aja dgn stycukup,1,1
YouTube,Fix towel tuh 1.benci naturalisasi 2.benci sty..... Liat aja dari dia komentar dari awal dia  emang ga suka ke 2 itu susah emang kalau orang keras kepala mah.... Next time lagi ga usah di undang di TV napa bosen gw liatnya,1 tahun yang lalu,netral,NEGASI fix towel tuh benci naturalisasi benci sty liat aja dari dia komentar dari awal dia emang suka itu susah emang kalau orang keras kepala mah next time lagi usah undang napa bosen liat,-1,1
YouTube,Ngomong bola yg ngomong orang politik 🤣🤣🤣🤣🤣🤣🤣,1 tahun yang lalu,netral,ngomong bola ngomong orang politik,1,1
YouTube,Ternyata media sekrang kaya bgni sukanya sma orang2 yg bikin kisruh miris ya,1 tahun yang lalu,positif,nyata media sekrang kaya bgni suka sma orang bikin kisruh miris,1,0
YouTube,Well...Towell...bikin kisruh aja..,1 tahun yang lalu,netral,welltowellbikin kisruh aja,1,1
YouTube,Diammoko kau towel..itu urusan sty dan pak erik,1 tahun yang lalu,netral,diammoko kau towelitu urus sty dan pak erik,1,1
YouTube,YANG PENTING SUARA TOWEL GAK ADA NGARUHNYA UNTUK BANGSA INDONESIA ....,1 tahun yang lalu,netral,NEGASI yang penting suara towel gak ada ngaruhnya untuk bangsa indonesia,-1,1
YouTube,Metro TV kek anjg,1 tahun yang lalu,netral,metro kek anjg,1,1
YouTube,Bikin petisi tolak towel yuk...,1 tahun yang lalu,netral,bikin petisi tolak towel yuk,1,1
YouTube,Bolehkah saya satu ring sama towel,1 tahun yang lalu,netral,boleh saya satu ring sama towel,1,1
YouTube,"MENTAL TIMNAS INDONESIA TIDAK DIJATUHKAN LAWAN TAPI DIJATUHKAN OLEH ORANG ORANG KAYA GINI ,,,TOWEL ITU HANYA HENYA MEMMATAHKAN MENTAL TIMNAS JIKA MEDIA TERUS MNERUS MEMBERIKAN SUARANYA APAKAH KITA TERUS TERPURUK TIMNAS INDONESIA ..STOPLAH ANAK MUDA BUTUH DUKUNGAN BIARKAN STY BEKERJA ,,,",1 tahun yang lalu,negatif,NEGASI mental timnas indonesia tidak jatuh lawan tapi jatuh oleh orang orang kaya gin towel itu hanya henya memmatahkan mental timnas jika media terus mnerus beri suara apakah kita terus puruk timnas indonesia stop anak muda butuh dukung biar sty kerja,-1,2
YouTube,Towel setan .. ini asli mafia,1 tahun yang lalu,netral,towel setan ini asli mafia,1,1
YouTube,LEBIH BAIK TOWEL GAK ADA DI INDONESIA ENEK LIHATNYA NGAPAIN KASIAN PEMAIN TIMNAS YANG BERJUANG,1 tahun yang lalu,negatif,NEGASI lebih baik towel gak ada indonesia enek lihat ngapain kasi main timnas yang juang,-1,2
YouTube,"TV Indonesia hanya mengejar rating dgn mengundang manusia kayak towel yg merusak konsetrasi pemain, liatlah sekarang elkan baggot gk mau bergabung dgn timnas u 23 karena omongan si paling legenda si tua anjas asmara",1 tahun yang lalu,negatif,indonesia hanya kejar rating dgn undang manusia kayak towel rusak konsetrasi main liat sekarang elkan baggot mau gabung dgn timnas karena omong paling legenda tua anjas asmara,1,2
YouTube,Si gaje,1 tahun yang lalu,netral,gaje,1,1
YouTube,"Gi Mana Pemain Lokal Bakal Berkembang Dan Dapat Jam Terbang
Liganya Aja Kebanyakan Pemain Asing
Malah Sudah Terendus Wacana Liga 1 bakal Pakai 8 asing
Berani Gak Tuh Si Toel.. Kririk pt Lib",1 tahun yang lalu (diedit),netral,NEGASI mana main lokal bakal kembang dan dapat jam terbang liga aja banyak main asing malah sudah endus wacana liga bakal pakai asing berani gak tuh toel kririk lib,-1,1
YouTube,"Bodoh... Klo ada org asing main di lndonesia, pada intinya liga 1 aja butuh pemain asing, giliran diaspora ksmu ngk suka. ... Itu saking cintanya pd indonesia ...bodoh,yg pro tiwel.... Itu pnghianat.. Cok",1 tahun yang lalu,netral,bodoh klo ada org asing main lndonesia pada inti liga aja butuh main asing gilir diaspora ksmu ngk suka itu saking cinta indonesia bodohyg pro tiwel itu pnghianat cok,1,1
YouTube,Si toel suruh makan taik jk,1 tahun yang lalu,netral,toel suruh makan taik,1,1
YouTube,"Pak hamdan pinter bgt...untung lu ikbal pak hamdan ga dipolitik kalo dia masuk politik digerus lu ikbal...
Pelangapelongo lu ngapain ikut2n bahas sepakbola...",1 tahun yang lalu,netral,NEGASI pak hamdan pinter bgtuntung ikbal pak hamdan politik kalo dia masuk politik gerus ikbal pelangapelongo ngapain ikutn bahas sepakbola,-1,1
YouTube,Yg membelah publik bola itu towel BRENGSEK,1 tahun yang lalu,netral,belah publik bola itu towel brengsek,1,1
YouTube,"Bung tower cuma jago berkomter dan cari panggung.. Knp G da yg brni televisi nanya k bung tower.. 

Tolong tanyakan k bang tower dr kami pencinta sepakbola Indonesia

""Saat anda d dlm PSSI apa anda kerjakan dan hasil yg bisa d nikmatin percinta sepakbola Indonesia""",1 tahun yang lalu,netral,bung tower cuma jago berkomter dan cari panggung knp brni televisi nanya bung tower tolong tanya bang tower kami cinta sepakbola indonesia saat anda dlm pssi apa anda kerja dan hasil bisa nikmatin cinta sepakbola indonesia,1,1
YouTube,Asuwelll,1 tahun yang lalu,netral,asuwelll,1,1
YouTube,"TOWEL perlu di deportasi.
Itu MAFIA bro Towel MAFIA
dia waktu di PSSI jadi calo 
dan NOL prestasi",1 tahun yang lalu (diedit),netral,towel perlu deportasi itu mafia bro towel mafia dia waktu pssi jadi calo dan nol prestasi,1,1
YouTube,"Bosan lihat ngomongan si towel dia selalu mencerittakan  yg sudah busuk dan selalu menyerang sty dan tdk pernah mengakui jerih payah sty yg sudah memberikan yg terbaik bagi bangsa kita ini , ini lah pengamat abal2 , towel gimana jago nya pemain kalau tdk ada pelatih sama aja bunuh diri",1 tahun yang lalu,netral,bosan lihat ngomongan towel dia selalu mencerittakan sudah busuk dan selalu serang sty dan tdk pernah aku jerih payah sty sudah beri baik bagi bangsa kita ini ini lah amat abal towel gimana jago nya main kalau tdk ada latih sama aja bunuh diri,1,1
YouTube,Pemain mental juara mau dicaci kaya apa mau dipuji kaya apa juga ga bakalan drop mentalnya ...  😂😂,1 tahun yang lalu,negatif,NEGASI main mental juara mau caci kaya apa mau puji kaya apa juga bakal drop mental,-1,2
YouTube,"Masih aja bahas Naturalisasi, bahas tu yang positif, membangun untuk kemajuan, bahas yg kayak ginian malah memecah belah bangsa. 
Intinya siapa saja yang main bawa negara Indonesia itu wajib kita dukung",1 tahun yang lalu,positif,masih aja bahas naturalisasi bahas yang positif bangun untuk maju bahas kayak ginian malah pecah belah bangsa inti siapa saja yang main bawa negara indonesia itu wajib kita dukung,1,0
YouTube,"Kasih terang mereka pak hamdan..apalagi si towel...ajak jalan2 pikirannya,,

Antara akal2n abu nawas vesi 62+ harus dibedakan dgn olahraga khususnya sepakbola.. ne orang cm cakap mencari salah, tidak sbliknys..ada misi khusus dibalik kepemimpinan pak et,,,dg mnjdikan coach sty sbg sasaran, sbb terpilih di zaman pak IB. Kemudian tentg kelemahan yg disampaikan dulu tentg klemahan pemain timnas dulu, justru skrg diributin. Seolah2 dipaksakan tu alibi hadir demi terlihat idealism kritis. Sbb alibi2 yg lainnya, sudah terbantahkan semua dan terjawab dg nilai sangat memuaskan...
Fakta yg tersembunyi, Sebanrnya diapun sadar dan mengakui pencapaian timnas dg pelatihnya adalah coach sty..haha
Susah beradu argumen.. dg...piakak .. sklipun yg kita sampaikan adalah kebenaran..",1 tahun yang lalu (diedit),netral,NEGASI kasih terang mereka pak hamdanapalagi towelajak jalan pikir antara akaln abu nawas vesi harus beda dgn olahraga khusus sepakbola orang cakap cari salah tidak sbliknysada misi khusus balik pimpin pak etdg mnjdikan coach sty sbg sasar sbb pilih zaman pak kemudian tentg lemah sampai dulu tentg klemahan main timnas dulu justru skrg diributin olah paksa alibi hadir demi lihat idealism kritis sbb alibi lain sudah bantah semua dan jawab nilai sangat muas fakta sembunyi sebanrnya dia sadar dan aku capai timnas latih adalah coach styhaha susah adu argumen dgpiakak sklipun kita sampai adalah benar,-1,1
YouTube,Boleh gak sih orang dengki seperti dia di jadikan tumbal buat kkb😂,1 tahun yang lalu,netral,NEGASI boleh gak sih orang dengki seperti dia jadi tumbal buat kkb,-1,1
YouTube,"Inilah tokoh yg memecah persatuan di Indonesia.. Ga bisa main bola mlh memojokan apa yg sdh dilakukan Eric Tohir... Komentar nya Sangat membenci sekali.. 
Apa dendam nya beliau ya..??",1 tahun yang lalu,positif,NEGASI ini tokoh pecah satu indonesia bisa main bola mlh pojok apa sdh laku eric tohir komentar nya sangat benci sekali apa dendam nya beliau,-1,0
YouTube,Saya setuju Naturalisasi. Dengan 1 catatan.  Pemain dalam S 11. 40% Pemain Naturalisasi 60% Pemain Lokal.,1 tahun yang lalu,netral,saya tuju naturalisasi dengan catat main dalam main naturalisasi main lokal,1,1
YouTube,Ini cuma karena duit 🤭,1 tahun yang lalu,netral,ini cuma karena duit,1,1
YouTube,tawel cauncuuk....,1 tahun yang lalu,netral,tawel cauncuuk,1,1
YouTube,Pernyataan lu yg memecah belah towel,1 tahun yang lalu,netral,nyata pecah belah towel,1,1
YouTube,Tapi Lo toel semakin lama bacot Lo ga bisa diem ni orang harus di karungin juga ni,1 tahun yang lalu,netral,NEGASI tapi toel makin lama bacot bisa diem orang harus karungin juga,-1,1
YouTube,munapik ngomong nya si towel,1 tahun yang lalu,netral,munapik ngomong nya towel,1,1
YouTube,"Di bola ada towel,di pemerintah ada rocky gerung.kalo mereka di satukan maka heboh indonesia...
Sekali kali coba di gabung atau di undang mereka ber2 satu panggung....",1 tahun yang lalu,netral,bola ada toweldi perintah ada rocky gerungkalo mereka satu maka heboh indonesia sekali kali coba gabung atau undang mereka ber satu panggung,1,1
YouTube,Pingin banget nyiram air ker4s ke towel 🤬,1 tahun yang lalu,netral,pingin banget nyiram air kers towel,1,1
YouTube,Jijik lihat. Muka towel yg dibhaas itu2 aja,1 tahun yang lalu,netral,jijik lihat muka towel dibhaas itu aja,1,1
YouTube,"Kalau mau chalenge gampang
Bung towel kan tau semua pemain bola tuh....suruh bentuk tim,
Suruh tunjuk semua pemain2 yg di anggap bung towel mumpuni suruh dia nglatih dan  ....di adu mekanik dengan pemain2 pilihan STY ... Sama asuhan STY......clear biar tak banyak cakap itu si towel

Main di GBK....",1 tahun yang lalu (diedit),netral,NEGASI kalau mau chalenge gampang bung towel kan tau semua main bola tuhsuruh bentuk tim suruh tunjuk semua main anggap bung towel mumpuni suruh dia nglatih dan adu mekanik dengan main pilih sty sama asuh styclear biar tak banyak cakap itu towel main gbk,-1,1
YouTube,Towel anjeeng,1 tahun yang lalu,netral,towel anjeeng,1,1
YouTube,Naturalisasi yang kebablasan,1 tahun yang lalu,netral,naturalisasi yang bablas,1,1
YouTube,Pake pamen lokal ampe kiamat juga gabakal lolos PIALA DUNIA.. BERANI TARUHAN kuaci😁,1 tahun yang lalu,netral,pake pamen lokal ampe kiamat juga gabakal lolos piala dunia berani taruh kuaci,1,1
YouTube,"Maaf bukan merendahkan pemaen lokal.. PEMAEN KITA LEMOT LOLA = LEMAH OTAK LODING LAMBAT..  dapet bola bingung mao di apain.. kalo pemain keturunan dari eropa sudah dilatih sejak dni bagaimana sistem bermain bola yh benar.. bukan cuma fisik dan tekhnik.. tapi IQ JUGA SANGAT PENTING..  kenapa jepang maju dgn pemain aslinya??? Karena ANAK2 JEPANG CERDAS ... ""SUDAHLAH CAPEK BAHAS SOAL PRMAEN LOKAL.. PAKAI AJA SEMUA PEMAIN KETURUNAN FULL SKUAD.. KECUALI ADA PEMAEN LOKAL YG MAIN DI SERIE A ATAU LA LIGA BARU PANGGIL KE TIMNAS.. pemaem lokal kita kayak ayam SAYUR.. gregetan nonton nya",1 tahun yang lalu,netral,NEGASI maaf bukan rendah pemaen lokal pemaen kita lot lola lemah otak loding lambat dapet bola bingung mao apain kalo main turun dari eropa sudah latih sejak dni bagaimana sistem main bola benar bukan cuma fisik dan tekhnik tapi juga sangat penting kenapa jepang maju dgn main asli karena anak jepang cerdas sudah capek bahas soal prmaen lokal pakai aja semua main turun full skuad kecuali ada pemaen lokal main serie atau liga baru panggil timnas pemaem lokal kita kayak ayam sayur gregetan nonton nya,-1,1
YouTube,Si kunyuk nyerang  NYA STY TERUS,1 tahun yang lalu,netral,kunyuk nyerang nya sty terus,1,1
YouTube,"Sumpah udh tua towel ni tambah bikin gemes ya, coba aja towel ni suruh bentuk tim terus adu dgn tim sty lah, kita adu di lapangan aja gimna ?? Ini manusia2 yg iri pemain titipan nya tidak bisa main ke timnas kali..gtu amat bahas naturalisasi 🤔😅",1 tahun yang lalu (diedit),netral,NEGASI sumpah udh tua towel tambah bikin gemes coba aja towel suruh bentuk tim terus adu dgn tim sty lah kita adu lapang aja gimna ini manusia iri main titip nya tidak bisa main timnas kaligtu amat bahas naturalisasi,-1,1
YouTube,"Setiap pelatih punya karakter, karakter itu akan di tuangkan dalam kepelatihan baik dari Gizi, Fisik, Dan Taktikal skill......

Terserah STY mau ngaturnya gimana, kenapa Towel Ikut Campur....

Yg menentukan Pemain yg bisa mengikuti karakter STY kan STY sendiri.....😂",1 tahun yang lalu,positif,tiap latih punya karakter karakter itu akan tuang dalam latih baik dari gizi fisik dan taktikal skill serah sty mau ngaturnya gimana kenapa towel ikut campur tentu main bisa ikut karakter sty kan sty sendiri,1,0
YouTube,"Dari dlu timnas Indonesia pke pemain lokal isi nya kalah terus main nya kaya gtu terus,kalau naik dikit ditimnas jdi terkenal  nikah main nya jelek, sekarang kombinasi pemain lokal dan naturalisasi itu permainan jadi bagus,,emang efek pemain naturalisasi,,,towel bangun team itu susah tak segampang anda bicara dan kritik,,,semua org bisa bicara kaya anda tapi anda tak bisa ngasih apa apa buat timnas udah diam aja lah bung towel jangan hanya modal bicara anda dulu masuk JD bagian pssi anda udah bisa berbuat apa disitu prestasi kah",1 tahun yang lalu,positif,NEGASI dari dlu timnas indonesia pke main lokal isi nya kalah terus main nya kaya gtu teruskalau naik dikit ditimnas jdi kenal nikah main nya jelek sekarang kombinasi main lokal dan naturalisasi itu main jadi bagusemang efek main naturalisasitowel bangun team itu susah tak gampang anda bicara dan kritiksemua org bisa bicara kaya anda tapi anda tak bisa ngasih apa apa buat timnas udah diam aja lah bung towel jangan hanya modal bicara anda dulu masuk bagi pssi anda udah bisa buat apa situ prestasi kah,-1,0
YouTube,Emng si towel mah..gara gara nggak kebagian kursi aja..karena dia nggak bisa ngutak ngatik...mitra mafianya,1 tahun yang lalu,netral,NEGASI emng towel mahgara gara nggak bagi kursi ajakarena dia nggak bisa ngutak ngatikmitra mafia,-1,1
YouTube,"Itu Towel Bahasa nya selalu ingin meluruskan...tujuanya dia ingin memanipulasi cara berpikir kita untuk ikut dia yaitu agar membenci STY....

Harusnya lawan gw itu debatnya..... Gw jawab semua mati kutu dia......

Hahaha",1 tahun yang lalu,negatif,itu towel bahasa nya selalu ingin meluruskantujuanya dia ingin manipulasi cara pikir kita untuk ikut dia yaitu agar benci sty harus lawan itu debat jawab semua mati kutu dia hahaha,1,2
YouTube,Mau pemain lokal atau Naturalisasi...Aku bangga Lagu Indonesia Raya berkumandang 5x di Piala Asia U23..Selama ini belum pernah lagu indonesia raya berkumandang di kejuaraan  piala asia U23...Hanya di era STY lagu Indonesia Berkuamdang 5x di Piala Asia U23.,1 tahun yang lalu,negatif,NEGASI mau main lokal atau naturalisasiaku bangga lagu indonesia raya kumandang piala asia uselama ini belum pernah lagu indonesia raya kumandang juara piala asia uhanya era sty lagu indonesia berkuamdang piala asia,-1,2
YouTube,"Towel pintar.. Pintar ngotot""pssi perlu Punya jubir yg bisa ngeladenin towel",1 tahun yang lalu,netral,towel pintar pintar ngototpssi perlu punya jubir bisa ngeladenin towel,1,1
YouTube,BEDA orang cerdas dengan yg sakit,1 tahun yang lalu,netral,beda orang cerdas dengan sakit,1,1
YouTube,"Soal mental pemain lokal yg dikatakan sty kenyataan kok bisa towel bilang pernyataan itu membelah berarti sitowel ini mulai dari pengurus dan pengamat tidak tahu apa2 makanya dia tidak mengakui kalau mental pemain lokal selama ini mental tempe dan bermain 1 babak sudah loyo dan tidak sanggup lagi berlari makanya timas kita selalu bulan2an tim dari timur tengah sudah pendek2 loyo lagi coba setelah sty jadi pelatih indonesia kuwait yg pernah menggunduli indonesia dikalahkan 2-1, dan  juni nanti irak pasti ditekuk",1 tahun yang lalu,positif,NEGASI soal mental main lokal kata sty nyata kok bisa towel bilang nyata itu belah arti sitowel ini mulai dari urus dan amat tidak tahu apa makanya dia tidak aku kalau mental main lokal lama ini mental tempe dan main babak sudah loyo dan tidak sanggup lagi lari makanya timas kita selalu bulan tim dari timur tengah sudah pendek loyo lagi coba telah sty jadi latih indonesia kuwait pernah gundul indonesia kalah dan juni nanti irak pasti tekuk,-1,0
YouTube,"Otw report , 😂 ada towel",1 tahun yang lalu,netral,otw report ada towel,1,1
YouTube,Towel sama mulut nya seperti mulut ayam mau bertelur muak jijik,1 tahun yang lalu,netral,towel sama mulut nya seperti mulut ayam mau telur muak jijik,1,1
YouTube,Emang bner2 mancing emiso trua nih si toel,1 tahun yang lalu,netral,emang bner mancing emiso trua nih toel,1,1
